update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,5228.296677358686,0,0.44648437574505806,0.3794718323337236,0.0,0.9750000238418579,28.5625,33.37470739572109,0.0,110.0,1.9240522384643555,-0.13098378106951714,-0.08750429283827543,0.02226198255084455,0.08507610625243764,0.44648437574505806,0.3794718323337236,0.0,0.9750000238418579
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,5429.131965569308,0,0.2911458344509204,0.38595085618056363,0.0,0.981249988079071,104.08333333333333,54.826937316938974,3.0,144.0,1.906587228178978,-0.044830935541540384,-0.06646420061588287,0.014490204746834934,0.05384534199860494,0.2911458344509204,0.38595085618056363,0.0,0.981249988079071
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,4932.118031823025,1,0.4678571458373751,0.3698897161252051,0.0,0.987500011920929,80.57142857142857,53.57599980496902,2.0,144.0,1.9125851541757584,0.04982216143980622,-0.09535728581249714,0.026307386346161366,0.08494250254934241,0.4678571458373751,0.3698897161252051,0.0,0.987500011920929
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,5639.7965140670985,1,0.4407407387539192,0.3575507040150326,0.0,0.9937499761581421,84.74074074074075,51.551191811917214,1.0,144.0,1.9040368348360062,0.10108628589659929,-0.05351429246366024,0.01757596421521157,0.06933198633306706,0.4407407387539192,0.3575507040150326,0.0,0.9937499761581421
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,5905.346401732982,1,0.6617559501457781,0.29258317568759973,0.0,0.9750000238418579,52.595238095238095,43.484019792611896,4.0,144.0,1.8692406713962555,0.2668267451226711,-0.11219237931072712,0.030040855519473553,0.13332215704950043,0.6617559501457781,0.29258317568759973,0.0,0.9750000238418579
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,5569.496428103673,2,0.8019366190886833,0.19130410980032744,0.13124999403953552,0.9937499761581421,31.690140845070424,30.60865731777636,1.0,139.0,1.8027973175048828,0.4168810360133648,-0.14216279797255993,0.02418145607225597,0.17099399110663127,0.8019366190886833,0.19130410980032744,0.13124999403953552,0.9937499761581421
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,5474.887723793317,2,0.8712378656401217,0.11342439650519441,0.2750000059604645,0.9937499761581421,20.601941747572816,18.14790357029171,1.0,116.0,1.729486733675003,0.596324197947979,-0.13027618266642094,0.017494480591267347,0.14046786429759767,0.8712378656401217,0.11342439650519441,0.2750000059604645,0.9937499761581421
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,16384,6203.413269628103,2,0.8922826087993124,0.08676057958159296,0.6000000238418579,0.987500011920929,17.234782608695653,13.881692939471918,2.0,64.0,1.6647703647613525,0.7000294178724289,-0.0836815144866705,0.011210409342311323,0.16391634822120982,0.8922826087993124,0.08676057958159296,0.6000000238418579,0.987500011920929
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,18432,5761.507066116313,3,0.9031250010913526,0.07949676178736206,0.5874999761581421,0.9937499761581421,15.5,12.719481564419425,1.0,66.0,1.5410460978746414,0.7437452599406242,-0.06936331884935498,0.007665844168514013,0.15543756567208916,0.9031250010913526,0.07949676178736206,0.5874999761581421,0.9937499761581421
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,5056.525553013866,3,0.9311224486754865,0.052583748699404895,0.612500011920929,0.9937499761581421,11.020408163265307,8.413399894964368,1.0,62.0,1.4701536148786545,0.8261697664856911,-0.066161192022264,0.004696880409028381,0.1517240669694428,0.9311224486754865,0.052583748699404895,0.612500011920929,0.9937499761581421
11,22528,5303.7514244293025,4,0.9387623133330509,0.04329398039180629,0.731249988079071,0.9937499761581421,9.798029556650246,6.927036774977092,1.0,43.0,1.4552718102931976,0.8543687015771866,-0.013392045977525413,0.0029809570114593953,0.09932577302816217,0.9387623133330509,0.04329398039180629,0.731249988079071,0.9937499761581421
